,time,value,MA,PRICE
701,1581120000000,57,9431,9799
702,1581206400000,57,9483,9891
703,1581292800000,57,9562,10148
704,1581379200000,56,9597,9890
705,1581465600000,57,9680,10227
706,1581552000000,57,9768,10329
707,1581638400000,58,9848,10221
708,1581724800000,59,9940,10320
709,1581811200000,59,10005,9894
710,1581897600000,58,10037,9944
711,1581984000000,58,10035,9724
712,1582070400000,57,10066,10134
713,1582156800000,56,10041,9618
714,1582243200000,55,9992,9608
715,1582329600000,54,9972,9673
716,1582416000000,53,9920,9659
717,1582502400000,51,9886,9947
718,1582588800000,49,9836,9671
719,1582675200000,47,9747,9345
720,1582761600000,45,9648,8802
721,1582848000000,45,9542,8781
722,1582934400000,43,9450,8717
723,1583020800000,42,9307,8553
724,1583107200000,42,9211,8568
725,1583193600000,41,9147,8906
726,1583280000000,41,9064,8757
727,1583366400000,40,8982,8759
728,1583452800000,40,8900,9039
729,1583539200000,39,8851,9136
730,1583625600000,38,8811,8902
731,1583712000000,36,8742,8041
732,1583798400000,34,8664,7921
733,1583884800000,32,8590,7907
734,1583971200000,30,8534,7936
735,1584057600000,28,8222,5143
736,1584144000000,25,7917,5543
737,1584230400000,22,7595,5214
738,1584316800000,19,7289,5398
739,1584403200000,17,6925,5033
740,1584489600000,14,6584,5389
741,1584576000000,12,6264,5376
742,1584662400000,11,6094,6170
743,1584748800000,11,5937,6196
744,1584835200000,10,5777,6146
745,1584921600000,10,5588,5860
746,1585008000000,10,5707,6456
747,1585094400000,11,5815,6730
748,1585180800000,11,5950,6696
749,1585267200000,11,6074,6766
750,1585353600000,11,6198,6398
751,1585440000000,11,6277,6255
752,1585526400000,11,6326,5915
753,1585612800000,11,6347,6403
754,1585699200000,11,6368,6422
755,1585785600000,12,6413,6641
756,1585872000000,12,6499,6808
757,1585958400000,12,6524,6733
758,1586044800000,12,6536,6859
759,1586131200000,12,6544,6788
760,1586217600000,13,6593,7298
761,1586304000000,14,6665,7197
762,1586390400000,15,6764,7342
763,1586476800000,15,6890,7294
764,1586563200000,15,6932,6865
765,1586649600000,15,6973,6879
766,1586736000000,15,6998,6913
767,1586822400000,15,7002,6858
768,1586908800000,16,7014,6860
769,1586995200000,16,6993,6629
770,1587081600000,16,7018,7060
771,1587168000000,16,6994,7035
772,1587254400000,15,6998,7243
773,1587340800000,15,6978,7128
774,1587427200000,15,6939,6856
775,1587513600000,15,6937,6842
776,1587600000000,16,6958,7110
777,1587686400000,17,7000,7383
778,1587772800000,18,7058,7495
779,1587859200000,18,7120,7539
780,1587945600000,19,7216,7684
781,1588032000000,20,7281,7774
782,1588118400000,21,7347,7758
783,1588204800000,24,7483,8744
784,1588291200000,26,7618,8611
785,1588377600000,28,7797,8825
786,1588464000000,30,7990,8966
787,1588550400000,33,8152,8889
788,1588636800000,34,8288,8884
789,1588723200000,36,8425,9003
790,1588809600000,39,8571,9145
791,1588896000000,41,8778,9959
792,1588982400000,44,8964,9822
793,1589068800000,46,9129,9567
794,1589155200000,45,9129,8753
795,1589241600000,45,9129,8605
796,1589328000000,45,9126,8788
797,1589414400000,45,9154,9283
798,1589500800000,45,9237,9796
799,1589587200000,45,9275,9309
800,1589673600000,45,9309,9375
801,1589760000000,45,9357,9666
802,1589846400000,44,9334,9708
803,1589932800000,44,9328,9760
804,1590019200000,44,9325,9527
805,1590105600000,44,9353,9060
806,1590192000000,44,9401,9132
807,1590278400000,45,9435,9170
808,1590364800000,45,9385,8732
809,1590451200000,44,9302,8884
810,1590537600000,44,9259,8839
811,1590624000000,44,9241,9174
812,1590710400000,44,9230,9546
813,1590796800000,44,9205,9427
814,1590883200000,44,9196,9663
815,1590969600000,44,9190,9467
816,1591056000000,45,9291,10168
817,1591142400000,46,9326,9515
818,1591228800000,47,9369,9645
819,1591315200000,48,9464,9776
820,1591401600000,49,9533,9637
821,1591488000000,51,9607,9663
822,1591574400000,52,9659,9739
823,1591660800000,52,9679,9773
824,1591747200000,53,9710,9767
825,1591833600000,53,9730,9875
826,1591920000000,52,9717,9326
827,1592006400000,50,9653,9470
828,1592092800000,49,9649,9469
829,1592179200000,48,9622,9346
830,1592265600000,46,9591,9432
831,1592352000000,45,9580,9525
832,1592438400000,44,9562,9463
833,1592524800000,42,9531,9400
834,1592611200000,41,9490,9313
835,1592697600000,40,9453,9360
836,1592784000000,38,9400,9298
837,1592870400000,39,9432,9679
838,1592956800000,40,9446,9625
839,1593043200000,40,9430,9288
840,1593129600000,40,9422,9259
841,1593216000000,41,9398,9166
842,1593302400000,41,9351,9014
843,1593388800000,41,9322,9140
844,1593475200000,41,9302,9185
845,1593561600000,42,9288,9150
846,1593648000000,42,9276,9231
847,1593734400000,42,9257,9094
848,1593820800000,42,9202,9071
849,1593907200000,41,9157,9133
850,1593993600000,41,9139,9087
851,1594080000000,41,9147,9342
852,1594166400000,41,9155,9254
853,1594252800000,42,9193,9432
854,1594339200000,42,9201,9236
855,1594425600000,42,9210,9283
856,1594512000000,42,9218,9234
857,1594598400000,42,9224,9297
858,1594684800000,42,9237,9241
859,1594771200000,42,9253,9247
860,1594857600000,43,9260,9203
861,1594944000000,43,9264,9136
862,1595030400000,43,9247,9156
863,1595116800000,43,9240,9168
864,1595203200000,43,9219,9203
865,1595289600000,43,9212,9163
866,1595376000000,43,9221,9384
867,1595462400000,45,9247,9514
868,1595548800000,46,9273,9590
869,1595635200000,47,9300,9536
870,1595721600000,48,9341,9692
871,1595808000000,49,9406,9926
872,1595894400000,52,9572,10962
873,1595980800000,55,9731,10905
874,1596067200000,58,9906,11094
875,1596153600000,61,10080,11116
876,1596240000000,64,10277,11326
877,1596326400000,66,10497,11812
878,1596412800000,68,10639,11066
879,1596499200000,70,10788,11231
880,1596585600000,72,10937,11182
881,1596672000000,74,11122,11719
882,1596758400000,76,11289,11768
883,1596844800000,76,11345,11571
884,1596931200000,76,11420,11739
885,1597017600000,77,11474,11683
886,1597104000000,77,11542,11863
887,1597190400000,77,11549,11399
888,1597276800000,77,11527,11580
889,1597363200000,77,11596,11817
890,1597449600000,78,11645,11777
891,1597536000000,78,11707,11865
892,1597622400000,79,11724,11902
893,1597708800000,79,11770,12272
894,1597795200000,80,11804,11950
895,1597881600000,79,11804,11733
896,1597968000000,79,11820,11862
897,1598054400000,79,11788,11515
898,1598140800000,79,11814,11676
899,1598227200000,79,11820,11648
900,1598313600000,79,11815,11759
901,1598400000000,79,11776,11351
902,1598486400000,78,11739,11465
903,1598572800000,77,11685,11300
904,1598659200000,77,11616,11519
905,1598745600000,77,11574,11481
906,1598832000000,77,11571,11701
907,1598918400000,76,11553,11672
908,1599004800000,76,11588,11895
909,1599091200000,77,11565,11418
910,1599177600000,73,11433,10197
911,1599264000000,70,11317,10484
912,1599350400000,67,11210,10178
913,1599436800000,64,11101,10260
914,1599523200000,61,11015,10359
915,1599609600000,57,10888,10125
916,1599696000000,54,10775,10230
917,1599782400000,51,10651,10342
918,1599868800000,48,10533,10378
919,1599955200000,44,10401,10439
920,1600041600000,40,10302,10329
921,1600128000000,41,10344,10661
922,1600214400000,41,10372,10788
923,1600300800000,41,10442,10952
924,1600387200000,42,10504,10938
925,1600473600000,43,10555,10927
926,1600560000000,44,10643,11084
927,1600646400000,45,10706,10923
928,1600732800000,45,10714,10440
929,1600819200000,45,10728,10528
930,1600905600000,45,10708,10224
931,1600992000000,46,10745,10727
932,1601078400000,45,10747,10682
933,1601164800000,46,10742,10743
934,1601251200000,45,10725,10765
935,1601337600000,45,10701,10672
936,1601424000000,45,10693,10838
937,1601510400000,44,10665,10771
938,1601596800000,44,10638,10628
939,1601683200000,44,10650,10573
940,1601769600000,44,10652,10547
941,1601856000000,44,10692,10671
942,1601942400000,44,10698,10785
943,1602028800000,44,10691,10606
944,1602115200000,44,10684,10668
945,1602201600000,44,10695,10889
946,1602288000000,45,10731,11063
947,1602374400000,46,10771,11287
948,1602460800000,46,10827,11378
949,1602547200000,48,10910,11543
950,1602633600000,49,10987,11426
951,1602720000000,50,11068,11436
952,1602806400000,51,11143,11496
953,1602892800000,52,11192,11319
954,1602979200000,53,11261,11366
955,1603065600000,54,11336,11496
956,1603152000000,54,11415,11752
957,1603238400000,55,11491,11909
958,1603324800000,57,11630,12806
959,1603411200000,59,11773,12951
960,1603497600000,60,11899,12928
961,1603584000000,62,12051,13106
962,1603670400000,64,12195,13021
963,1603756800000,65,12338,13061
964,1603843200000,66,12550,13655
965,1603929600000,67,12724,13283
966,1604016000000,69,12901,13442
967,1604102400000,71,13064,13537
968,1604188800000,72,13234,13779
969,1604275200000,71,13317,13720
970,1604361600000,71,13372,13558
971,1604448000000,71,13468,13990
972,1604534400000,71,13559,14102
973,1604620800000,72,13789,15553
974,1604707200000,75,14015,15548
975,1604793600000,76,14121,14818
976,1604880000000,78,14322,15496
977,1604966400000,79,14494,15335
978,1605052800000,81,14653,15279
979,1605139200000,82,14826,15687
980,1605225600000,84,15058,16265
981,1605312000000,85,15309,16327
982,1605398400000,86,15501,16096
983,1605484800000,88,15672,15985
984,1605571200000,88,15777,16714
985,1605657600000,88,15969,17652
986,1605744000000,89,16242,17830
987,1605830400000,89,16454,17820
988,1605916800000,89,16753,18629
989,1606003200000,89,17063,18690
990,1606089600000,90,17309,18391
991,1606176000000,90,17499,18361
992,1606262400000,90,17751,19092
993,1606348800000,91,17992,18753
994,1606435200000,90,18097,17138
995,1606521600000,90,18136,17140
996,1606608000000,90,18142,17719
997,1606694400000,90,18173,18170
998,1606780800000,90,18336,19610
999,1606867200000,91,18356,18857
1000,1606953600000,90,18404,19208
1001,1607040000000,91,18498,19435
1002,1607126400000,91,18530,18711
1003,1607212800000,91,18535,19139
1004,1607299200000,91,18587,19326
1005,1607385600000,92,18774,19199
1006,1607472000000,92,18883,18337
1007,1607558400000,92,18960,18565
1008,1607644800000,92,18968,18262
1009,1607731200000,92,18827,18058
1010,1607817600000,92,18822,18807
1011,1607904000000,92,18817,19151
1012,1607990400000,92,18801,19260
1013,1608076800000,92,18867,19432
1014,1608163200000,92,19065,21318
1015,1608249600000,92,19381,22806
1016,1608336000000,92,19738,23121
1017,1608422400000,92,20240,23864
1018,1608508800000,92,20691,23518
1019,1608595200000,92,21107,22841
1020,1608681600000,92,21628,23795
1021,1608768000000,92,22038,23308
1022,1608854400000,92,22457,23760
1023,1608940800000,92,22949,24671
1024,1609027200000,92,23589,26476
1025,1609113600000,92,24053,26423
1026,1609200000000,91,24446,27125
1027,1609286400000,91,24837,27425
1028,1609372800000,91,25289,28837
1029,1609459200000,92,25789,29022
1030,1609545600000,92,26381,29352
1031,1609632000000,92,27142,32164
1032,1609718400000,93,28024,33008
1033,1609804800000,93,28729,31516
1034,1609891200000,93,29585,34082
1035,1609977600000,93,30535,36934
1036,1610064000000,93,31728,39547
1037,1610150400000,93,32973,40816
1038,1610236800000,94,34143,40297
1039,1610323200000,93,35012,38398
1040,1610409600000,92,35617,35670
1041,1610496000000,91,36034,33938
1042,1610582400000,90,36515,37456
1043,1610668800000,89,37081,39233
1044,1610755200000,88,37560,36788
1045,1610841600000,87,37757,36255
1046,1610928000000,86,37655,35804
1047,1611014400000,85,37386,36595
1048,1611100800000,83,36958,36105
1049,1611187200000,82,36530,35587
1050,1611273600000,77,35850,30914
1051,1611360000000,76,35603,32958
1052,1611446400000,75,35433,32068
1053,1611532800000,75,34962,32274
1054,1611619200000,73,34338,32375
1055,1611705600000,73,33956,32582
1056,1611792000000,70,33428,30446
1057,1611878400000,70,33185,33128
1058,1611964800000,70,32963,34151
1059,1612051200000,70,32789,34200
1060,1612137600000,70,32560,33065
1061,1612224000000,73,32787,33406
1062,1612310400000,74,33016,35486
1063,1612396800000,75,33510,37495
1064,1612483200000,75,33923,36817
1065,1612569600000,76,34435,38008
1066,1612656000000,77,35044,39279
1067,1612742400000,80,35806,38833
1068,1612828800000,81,37004,46308
1069,1612915200000,83,38133,46570
1070,1613001600000,84,39101,44849
1071,1613088000000,85,40442,47816
1072,1613174400000,87,41716,47414
1073,1613260800000,88,42757,46941
1074,1613347200000,90,43767,48608
1075,1613433600000,91,44775,47898
1076,1613520000000,92,45796,49238
1077,1613606400000,92,46965,52144
1078,1613692800000,93,48138,51733
1079,1613779200000,93,49023,56039
1080,1613865600000,93,49914,56378
1081,1613952000000,93,51080,57669
1082,1614038400000,93,51679,54411
1083,1614124800000,92,51796,48692
1084,1614211200000,90,52060,49849
1085,1614297600000,87,51913,46993
1086,1614384000000,83,51791,46551
1087,1614470400000,80,51556,46654
1088,1614556800000,75,50904,44970
1089,1614643200000,73,50727,49787
1090,1614729600000,72,50044,48532
1091,1614816000000,72,49517,50577
1092,1614902400000,70,48704,48727
1093,1614988800000,68,48220,49092
1094,1615075200000,68,48250,49019
1095,1615161600000,69,48383,51313
1096,1615248000000,71,48868,52329
1097,1615334400000,72,49609,54700
1098,1615420800000,74,50461,56020
1099,1615507200000,77,51626,57789
1100,1615593600000,76,52314,57354
1101,1615680000000,76,53476,61315
1102,1615766400000,76,54281,59429
1103,1615852800000,75,54924,55805
1104,1615939200000,74,55628,56830
1105,1616025600000,74,56536,59015
1106,1616112000000,73,57137,57922
1107,1616198400000,73,57675,58243
1108,1616284800000,73,58009,58376
1109,1616371200000,73,58150,57574
1110,1616457600000,72,57839,54370
1111,1616544000000,72,57588,54585
1112,1616630400000,70,56789,52527
1113,1616716800000,68,56060,51417
1114,1616803200000,67,55990,55033
1115,1616889600000,68,55900,55832
1116,1616976000000,68,55601,55728
1117,1617062400000,68,55575,57635
1118,1617148800000,68,55613,58669
1119,1617235200000,68,55653,58817
1120,1617321600000,68,55765,58801
1121,1617408000000,69,56191,59060
1122,1617494400000,70,56416,57060
1123,1617580800000,71,56935,58229
1124,1617667200000,73,57597,58707
1125,1617753600000,73,57873,58062
1126,1617840000000,73,57900,56134
1127,1617926400000,73,58113,58066
1128,1618012800000,73,58160,58153
1129,1618099200000,73,58279,59979
1130,1618185600000,73,58385,59988
1131,1618272000000,73,58486,59911
1132,1618358400000,73,58897,63577
1133,1618444800000,74,59419,62807
1134,1618531200000,74,59869,63180
1135,1618617600000,74,60123,61497
1136,1618704000000,75,60324,60274
1137,1618790400000,75,60338,56289
1138,1618876800000,75,60125,55721
1139,1618963200000,76,59956,56295
1140,1619049600000,75,59430,54190
1141,1619136000000,73,58701,51966
1142,1619222400000,69,57908,51191
1143,1619308800000,65,56686,50133
1144,1619395200000,61,55429,48981
1145,1619481600000,58,54592,53979
1146,1619568000000,57,54001,54992
1147,1619654400000,54,53504,54811
1148,1619740800000,52,53260,53597
1149,1619827200000,52,53451,57829
1150,1619913600000,51,53589,57813
1151,1620000000000,51,53808,56601
1152,1620086400000,52,54284,57200
1153,1620172800000,53,54491,53464
1154,1620259200000,56,55154,57432
1155,1620345600000,59,55839,56508
1156,1620432000000,61,56146,57362
1157,1620518400000,62,56490,58772
1158,1620604800000,64,56799,58214
1159,1620691200000,65,57009,55902
1160,1620777600000,65,56927,56929
1161,1620864000000,62,56217,50005
1162,1620950400000,58,55615,49973
1163,1621036800000,55,54952,49913
1164,1621123200000,52,54345,46781
1165,1621209600000,49,53358,46585
1166,1621296000000,45,52201,43781
1167,1621382400000,41,50904,43091
1168,1621468800000,35,48951,37287
1169,1621555200000,30,47335,40438
1170,1621641600000,26,45647,37340
1171,1621728000000,21,43883,37520
1172,1621814400000,19,42517,34978
1173,1621900800000,19,41487,38642
1174,1621987200000,18,40423,38211
1175,1622073600000,19,39753,39407
1176,1622160000000,18,39031,38643
1177,1622246400000,18,38297,35710
1178,1622332800000,17,37541,34775
1179,1622419200000,18,37398,35715
1180,1622505600000,18,37116,37341
1181,1622592000000,19,37057,36680
1182,1622678400000,20,37072,37686
1183,1622764800000,21,37451,39151
1184,1622851200000,21,37296,36939
1185,1622937600000,21,37054,35547
1186,1623024000000,20,36729,35834
1187,1623110400000,19,36257,33451
1188,1623196800000,19,36061,33557
1189,1623283200000,20,36314,37554
1190,1623369600000,20,36422,36903
1191,1623456000000,21,36417,37289
1192,1623542400000,21,36325,35666
1193,1623628800000,21,36458,39148
1194,1623715200000,22,36592,40625
1195,1623801600000,23,36905,40378
1196,1623888000000,24,37157,38321
1197,1623974400000,25,37372,38194
1198,1624060800000,25,37592,35881
1199,1624147200000,26,37776,35582
1200,1624233600000,26,37616,35787
1201,1624320000000,25,37144,31712
1202,1624406400000,24,36709,32508
1203,1624492800000,24,36531,33703
1204,1624579200000,24,36124,34675
1205,1624665600000,22,35335,31943
1206,1624752000000,21,34575,32024
1207,1624838400000,21,34238,34607
1208,1624924800000,21,33907,34557
1209,1625011200000,22,33915,35969
1210,1625097600000,22,33878,35171
1211,1625184000000,22,33686,33678
1212,1625270400000,23,33890,33951
1213,1625356800000,24,34092,34730
1214,1625443200000,25,34245,35394
1215,1625529600000,24,34177,33928
1216,1625616000000,25,34378,34150
1217,1625702400000,25,34552,33932
1218,1625788800000,25,34399,32934
1219,1625875200000,24,34346,33971
1220,1625961600000,23,34140,33705
1221,1626048000000,23,34061,34300
1222,1626134400000,23,34023,33263
1223,1626220800000,23,33908,32676
1224,1626307200000,22,33739,32879
1225,1626393600000,21,33406,31726
1226,1626480000000,21,33176,31400
1227,1626566400000,20,32943,31589
1228,1626652800000,21,32760,31919
1229,1626739200000,20,32578,30928
1230,1626825600000,20,32214,29972
1231,1626912000000,20,32094,32384
1232,1626998400000,19,31922,32410
1233,1627084800000,20,31940,33456
1234,1627171200000,20,32080,34214
1235,1627257600000,21,32314,35456
1236,1627344000000,22,32819,37282
1237,1627430400000,25,33517,39077
1238,1627516800000,28,34284,40031
1239,1627603200000,30,35017,39978
1240,1627689600000,34,36018,41936
1241,1627776000000,39,37089,41754
1242,1627862400000,41,37773,39915
1243,1627948800000,43,38398,39279
1244,1628035200000,45,38845,38368
1245,1628121600000,47,39348,39752
1246,1628208000000,50,39836,40825
1247,1628294400000,53,40338,42802
1248,1628380800000,55,40844,44648
1249,1628467200000,56,41183,43753
1250,1628553600000,58,41758,46311
1251,1628640000000,59,42095,45640
1252,1628726400000,60,42449,45652
1253,1628812800000,62,42866,44495
1254,1628899200000,64,43633,47717
1255,1628985600000,67,44426,47089
1256,1629072000000,69,45087,47025
1257,1629158400000,71,45560,46032
1258,1629244800000,71,45718,44534
1259,1629331200000,71,45751,45015
1260,1629417600000,71,46023,46745
1261,1629504000000,72,46286,49196
1262,1629590400000,73,46585,48934
1263,1629676800000,73,46912,49251
1264,1629763200000,74,47369,49519
1265,1629849600000,74,47389,47941
1266,1629936000000,74,47563,49003
1267,1630022400000,74,47582,47229
1268,1630108800000,75,47859,49083
1269,1630195200000,75,48259,48937
1270,1630281600000,75,48613,48907
1271,1630368000000,75,48647,47124
1272,1630454400000,75,48478,47335
1273,1630540800000,74,48468,48823
1274,1630627200000,74,48476,49339
1275,1630713600000,73,48514,49935
1276,1630800000000,73,48703,50013
1277,1630886400000,74,48947,51696
1278,1630972800000,74,49448,52740
1279,1631059200000,72,49259,46995
1280,1631145600000,69,48999,46085
1281,1631232000000,67,48782,46519
1282,1631318400000,63,48571,44803
1283,1631404800000,59,48377,45196
1284,1631491200000,57,48138,46195
1285,1631577600000,53,47756,45140
1286,1631664000000,50,47502,47135
1287,1631750400000,49,47336,48187
1288,1631836800000,46,46989,47879
1289,1631923200000,43,46488,47229
1290,1632009600000,44,46603,48267
1291,1632096000000,44,46720,47371
1292,1632182400000,42,46394,42933
1293,1632268800000,42,45993,40387
1294,1632355200000,41,45846,43587
1295,1632441600000,40,45736,44981
1296,1632528000000,40,45519,42752
1297,1632614400000,38,45130,42857
1298,1632700800000,35,44689,43337
1299,1632787200000,33,44177,42247
1300,1632873600000,31,43612,41010
1301,1632960000000,28,43005,41588
1302,1633046400000,26,42685,43859
1303,1633132800000,28,43162,48182
1304,1633219200000,31,43834,47778
1305,1633305600000,33,44261,48283
1306,1633392000000,36,44650,49260
1307,1633478400000,39,45461,51669
1308,1633564800000,44,46603,55415
1309,1633651200000,48,47562,53895
1310,1633737600000,52,48632,54011
1311,1633824000000,57,49915,55125
1312,1633910400000,61,51108,54712
1313,1633996800000,66,52355,57573
1314,1634083200000,67,53096,56335
1315,1634169600000,69,53979,57488
1316,1634256000000,71,54812,57452
1317,1634342400000,73,55953,61809
1318,1634428800000,74,56816,61166
1319,1634515200000,74,57377,61584
1320,1634601600000,74,58116,62018
1321,1634688000000,75,59071,64518
1322,1634774400000,76,60081,66238
1323,1634860800000,76,60793,62541
1324,1634947200000,76,61107,61029
1325,1635033600000,76,61583,61572
1326,1635120000000,76,61918,61173
1327,1635206400000,77,62443,63228
1328,1635292800000,76,62334,60604
1329,1635379200000,75,62104,58641
1330,1635465600000,75,62030,60768
1331,1635552000000,74,62054,62283
1332,1635638400000,74,61810,61837
1333,1635724800000,73,61377,61472
1334,1635811200000,73,61248,61122
1335,1635897600000,73,61450,63247
1336,1635984000000,73,61591,63131
1337,1636070400000,73,61630,61602
1338,1636156800000,72,61450,61247
1339,1636243200000,72,61546,61661
1340,1636329600000,73,61957,63153
1341,1636416000000,74,62579,67617
1342,1636502400000,75,63021,67145
1343,1636588800000,75,63314,65061
1344,1636675200000,75,63636,65006
1345,1636761600000,75,63937,64432
1346,1636848000000,75,64065,64660
1347,1636934400000,75,64294,65649
1348,1637020800000,74,64506,63934
1349,1637107200000,73,64433,60449
1350,1637193600000,71,64337,60604
1351,1637280000000,67,63777,56987
1352,1637366400000,63,62944,58459
1353,1637452800000,61,62302,60083
1354,1637539200000,59,61764,59140
1355,1637625600000,55,60980,56387
1356,1637712000000,52,60373,57749
1357,1637798400000,48,59694,57198
1358,1637884800000,46,59081,58898
1359,1637971200000,42,58162,53828
1360,1638057600000,39,57624,54533
1361,1638144000000,37,57318,57238
